experiment,run,generation,genome_size_mean,genome_size_max,displacement_mean,displacement_max,num_voxels_mean,num_voxels_max,bone_count_mean,bone_count_max,bone_prop_mean,bone_prop_max,fat_count_mean,fat_count_max,fat_prop_mean,fat_prop_max,fat2_count_mean,fat2_count_max,fat2_prop_mean,fat2_prop_max,phase_muscle_count_mean,phase_muscle_count_max,phase_muscle_prop_mean,phase_muscle_prop_max,offphase_muscle_count_mean,offphase_muscle_count_max,offphase_muscle_prop_mean,offphase_muscle_prop_max,aspect_ratio_mean,aspect_ratio_max,material_heterogeneity_mean,material_heterogeneity_max,max_limb_length_mean,max_limb_length_max,symmetry_score_mean,symmetry_score_max,uniqueness_mean,uniqueness_max,fitness_mean,fitness_max,age_mean,age_max,dominated_disp_nov_mean,dominated_disp_nov_max,novelty_mean,novelty_max,novelty_weighted_mean,novelty_weighted_max
custom,1,1,301.0,301.0,0.8722824668909637,12.458573482682041,7.88,18.0,1.94,12.0,0.21899999999999997,0.83,1.57,11.0,0.19039999999999999,0.75,,,,,2.65,9.0,0.3275,0.8,1.72,5.0,0.26280000000000003,1.0,1.0,1.0,0.16,0.2,1.34,4.0,0.7088,1.0,0.9358950512664862,1.0844353631118337,0.5190187609304852,9.468515846838352,1.0,1.0,26.02,80.0,0.5104386039078236,0.8248717188835144,0.5141763886407583,7.149384559242742
custom,1,2,301.05,313.0,4.347633133873004,22.149725354486268,8.44,21.0,1.71,10.0,0.16449999999999998,0.82,1.67,11.0,0.17550000000000002,0.69,,,,,3.11,9.0,0.3921,0.8,1.95,7.0,0.2669,1.0,1.0,1.0,0.1604,0.2,1.26,4.0,0.6712,1.0,0.9254380030951943,1.1052019408232467,2.7540198219162524,13.663359589267882,1.46,2.0,20.35,69.0,0.48603146508336065,0.7599999904632568,2.0661355969572632,12.752871629701774
custom,1,3,301.34,313.0,5.8125233582360964,22.149725354486268,7.99,21.0,1.55,10.0,0.14300000000000002,0.82,1.3,11.0,0.1244,0.67,,,,,3.26,9.0,0.46590000000000004,0.8,1.88,7.0,0.266,0.67,1.0,1.0,0.1548,0.2,1.1,4.0,0.6792,1.0,0.8591837838825478,1.1200128921819512,3.9314172457509584,13.663359589267882,1.87,3.0,17.85,81.0,0.39936979457736016,0.8266666531562805,2.3051676548398223,11.779627049860864
custom,1,4,301.3,313.0,7.274145966925894,22.149725354486268,6.96,20.0,0.97,11.0,0.0861,0.73,1.09,12.0,0.09970000000000001,0.63,,,,,3.26,9.0,0.5454,0.8,1.64,7.0,0.26839999999999997,0.67,1.0,1.0,0.1464,0.2,0.92,4.0,0.7088,0.92,0.7451391885552572,1.1605627552198525,5.167836472915964,13.663359589267882,2.11,4.0,15.39,73.0,0.33125352069735525,1.25,2.4059337334830735,9.564654646434889
custom,1,5,301.64,313.0,8.510230728715724,17.978104722720897,5.47,19.0,0.33,6.0,0.0325,0.62,0.57,12.0,0.052700000000000004,0.63,,,,,3.07,9.0,0.6173000000000001,0.8,1.5,7.0,0.2972,0.5,1.0,1.0,0.134,0.2,0.52,4.0,0.7648,1.0,0.5662580075648258,1.1834376268188072,6.456911768526417,13.663359589267882,2.3,5.0,17.9,74.0,0.21072673916816712,1.0790475606918335,2.086922448161516,8.500584604059052
custom,1,6,302.38,313.0,9.610933878291899,17.978104722720897,4.44,18.0,0.12,6.0,0.0109,0.55,0.2,7.0,0.0217,0.4,,,,,2.86,9.0,0.6659,0.8,1.26,4.0,0.3014,0.4,1.0,1.0,0.126,0.2,0.33,2.0,0.7912,1.0,0.39862197006136396,1.2349927849927849,7.43962437122825,13.663359589267882,2.41,6.0,21.59,70.0,0.11720780920237303,1.1590477228164673,1.5923729798255613,8.422238587814201
custom,1,7,302.33,313.0,11.64497701095079,17.978104722720897,4.62,20.0,0.1,2.0,0.0097,0.29,0.28,10.0,0.0219,0.5,,,,,3.02,9.0,0.6862999999999999,0.8,1.22,4.0,0.2822,0.4,1.0,1.0,0.1264,0.2,0.29,2.0,0.7687999999999999,0.84,0.3608324761658095,0.9975330225330227,8.813188609125966,13.663359589267882,2.62,7.0,27.46,58.0,0.08671125695109368,0.9090476036071777,1.5519325020279016,8.766091758691275
custom,1,8,303.0,318.0,12.683825428660725,18.659738292972857,4.75,18.0,0.07,2.0,0.0064,0.29,0.28,7.0,0.0248,0.42,,,,,3.1,9.0,0.6856,0.8,1.3,6.0,0.2831,0.67,1.0,1.0,0.126,0.2,0.28,3.0,0.7648,0.84,0.36278539361872697,1.0529183053692857,9.523672729891352,14.181401102659372,2.91,8.0,23.74,93.0,0.08971008613705635,0.6490476131439209,1.6513587611370153,11.44799137403024
custom,1,9,303.11,319.0,14.641458479942845,19.246659229553483,4.48,14.0,0.09,2.0,0.0132,0.29,0.14,5.0,0.0196,0.43,,,,,3.09,9.0,0.7023,0.8,1.16,3.0,0.2649,0.33,1.0,1.0,0.12560000000000002,0.2,0.23,2.0,0.7608,0.84,0.31476479076479075,1.2613636363636365,11.030484943276196,14.627461014460648,2.86,9.0,17.94,81.0,0.09264083504676819,0.9402777552604675,1.8198462940576134,7.955238518878368
custom,1,10,303.67,318.0,16.150188594682973,19.246659229553483,4.64,14.0,0.18,7.0,0.021400000000000002,0.64,0.14,5.0,0.0178,0.42,,,,,3.15,8.0,0.7058,0.8,1.17,4.0,0.255,0.4,1.0,1.0,0.1264,0.2,0.2,4.0,0.748,0.84,0.2533568961902295,1.1309801309801308,12.134281961759307,14.627461014460648,2.93,10.0,8.97,83.0,0.07789150670170784,0.6996825337409973,1.6782212783004409,7.795351430760934
custom,1,11,303.37,318.0,16.894896930920208,19.246659229553483,4.18,10.0,0.05,1.0,0.0125,0.25,0.05,1.0,0.0085,0.25,,,,,2.99,6.0,0.7212999999999999,0.8,1.09,4.0,0.2577,0.4,1.0,1.0,0.124,0.2,0.09,2.0,0.7584000000000001,0.84,0.14122150072150072,1.2877705627705631,12.782829728638935,14.627461014460648,2.97,11.0,8.23,90.0,0.04174551323056221,0.7051984071731567,1.3397730152297327,11.175642816738767
custom,1,12,303.23,318.0,17.60452609111276,23.09831163947824,4.28,17.0,0.15,9.0,0.020300000000000002,0.53,0.05,2.0,0.006500000000000001,0.25,,,,,3.0,6.0,0.7202,0.75,1.08,4.0,0.2531,0.4,1.0,1.0,0.1244,0.2,0.08,2.0,0.7536,0.84,0.11874059927001104,1.2749904507257452,13.239954990176846,14.627461014460648,2.94,9.0,9.09,96.0,0.0353460269793868,0.7051984071731567,1.4545467846331375,14.606285188053985
custom,1,13,303.75,318.0,17.352133924963606,19.246659229553483,4.26,14.0,0.1,2.0,0.0197,0.25,0.07,2.0,0.008100000000000001,0.25,,,,,3.03,8.0,0.7211,0.75,1.06,3.0,0.251,0.33,1.0,1.0,0.1252,0.2,0.08,2.0,0.7512000000000001,0.84,0.08909122050788718,0.8155879614212947,13.107158391861235,14.627461014460648,3.16,10.0,8.89,88.0,0.023186141699552534,0.675000011920929,1.097868256332361,11.536415998044346
custom,1,14,303.69,318.0,17.621671851580768,32.6782367459598,4.14,17.0,0.11,2.0,0.0254,0.67,0.0,0.0,0.0,0.0,,,,,2.99,12.0,0.7204999999999999,0.75,1.04,3.0,0.25420000000000004,0.5,1.0,1.0,0.1232,0.16,0.03,1.0,0.7584000000000001,0.92,0.10588037235096058,1.2423252129134483,13.282587403890076,14.627461014460648,3.32,11.0,8.95,98.0,0.03143464058637619,1.125,1.2990320801680297,20.482632722541243
custom,1,15,303.73,318.0,17.65512577256484,32.6782367459598,4.2,17.0,0.14,2.0,0.0276,0.25,0.0,0.0,0.0,0.0,,,,,3.0,12.0,0.7179000000000001,0.75,1.06,4.0,0.2546,0.5,1.0,1.0,0.12480000000000001,0.16,0.04,2.0,0.7584000000000001,0.92,0.09891329258976317,1.110951956540192,13.333938188321369,14.627461014460648,3.58,12.0,12.15,98.0,0.027064659595489503,1.125,1.2605355339394466,19.32928520685058
custom,1,16,303.86,318.0,17.86003022314274,38.18442039834981,4.37,17.0,0.17,2.0,0.0296,0.25,0.01,1.0,0.0014000000000000002,0.14,,,,,3.1,12.0,0.7173999999999999,0.75,1.09,3.0,0.2516,0.33,1.0,1.0,0.12560000000000002,0.16,0.09,2.0,0.7536,0.84,0.13163672112201524,1.2133425760876742,13.403347595115017,25.96540587087787,3.74,13.0,11.28,99.0,0.03949997127056122,0.712027907371521,1.633847921652222,29.097593970348925
custom,1,17,303.95,319.0,17.784601231743423,38.18442039834981,4.24,12.0,0.18,2.0,0.0362,0.25,0.02,2.0,0.0018,0.18,,,,,2.95,9.0,0.7056,0.75,1.09,4.0,0.2562,0.57,1.0,1.0,0.1264,0.2,0.07,2.0,0.7559999999999999,0.84,0.13429435043071408,1.2728748524203075,13.41650447020857,25.96540587087787,3.87,14.0,14.31,98.0,0.03142229974269867,0.7880555391311646,1.5287864628433334,29.097593970348925
custom,1,18,304.28,319.0,17.35467645718986,38.18442039834981,4.35,12.0,0.2,3.0,0.040999999999999995,0.27,0.06,2.0,0.0074,0.29,,,,,2.97,9.0,0.6947,0.75,1.12,4.0,0.2568,0.57,1.0,1.0,0.1284,0.2,0.11,2.0,0.7504000000000001,0.84,0.19448135029953215,1.2759000539303573,13.0567440876057,25.96540587087787,4.06,15.0,15.99,98.0,0.0472988373041153,0.7880555391311646,1.6049460461588256,29.097593970348925
custom,1,19,305.13,319.0,17.390003517552394,38.18442039834981,4.3,15.0,0.28,7.0,0.057,0.78,0.12,8.0,0.011600000000000001,0.53,,,,,2.83,6.0,0.6792,0.75,1.07,4.0,0.252,0.57,1.0,1.0,0.1296,0.16,0.1,3.0,0.7544,0.84,0.16935730319063652,1.2708954625621296,13.175632797591097,25.96540587087787,4.47,16.0,17.35,98.0,0.04166916087269783,0.7747222185134888,1.4148546617512698,29.097593970348925
custom,1,20,305.67,319.0,17.12573395257313,38.18442039834981,4.19,20.0,0.26,6.0,0.048799999999999996,0.3,0.06,4.0,0.005600000000000001,0.25,,,,,2.77,6.0,0.6822,0.75,1.1,4.0,0.2632,0.57,1.0,1.0,0.1292,0.2,0.08,3.0,0.7608,0.92,0.15758529741863073,1.2631593714927052,12.994745159577242,25.96540587087787,4.29,14.0,20.5,98.0,0.029923019111156465,0.7747222185134888,1.3437955472833771,29.097593970348925
custom,1,21,305.73,319.0,17.21294142403456,38.18442039834981,4.26,14.0,0.29,3.0,0.06269999999999999,0.5,0.09,5.0,0.011899999999999999,0.36,,,,,2.79,6.0,0.6693000000000001,0.8,1.09,4.0,0.256,0.57,1.0,1.0,0.13119999999999998,0.2,0.1,2.0,0.7576,0.92,0.2122473544973545,1.3130411255411254,12.99873811517406,25.96540587087787,4.21,15.0,20.59,98.0,0.04606367960572243,0.7736110687255859,1.5508489429473318,29.097593970348925
custom,1,22,306.34,319.0,17.539043389661664,38.18442039834981,4.34,17.0,0.44,8.0,0.0817,0.5,0.15,5.0,0.0199,0.36,,,,,2.69,6.0,0.6457,0.75,1.06,3.0,0.2525,0.5,1.0,1.0,0.1352,0.2,0.11,2.0,0.7592,0.92,0.2050163021437531,1.318456742966547,13.23732996873052,25.96540587087787,4.19,14.0,22.4,97.0,0.05183370336890221,0.8130952715873718,1.6177181430562078,27.739930777573434
custom,1,23,306.52,319.0,18.04356924533992,38.18442039834981,4.13,10.0,0.4,4.0,0.08900000000000001,0.4,0.07,2.0,0.0143,0.33,,,,,2.63,6.0,0.6446,0.75,1.03,3.0,0.252,0.33,1.0,1.0,0.1364,0.2,0.07,2.0,0.7592,0.84,0.16648877665544334,1.330078563411897,13.630295809626,25.96540587087787,4.38,14.0,25.9,99.0,0.02930520076304674,0.6764724254608154,1.5554467115390074,27.739928501604624
custom,1,24,306.69,319.0,17.908741493349225,38.18442039834981,4.29,15.0,0.57,9.0,0.1158,0.6,0.08,2.0,0.0152,0.33,,,,,2.56,5.0,0.6147,0.8,1.08,5.0,0.254,0.5,1.0,1.0,0.1404,0.2,0.1,2.0,0.7568,0.92,0.21584445464748495,1.4559177634935208,13.50360019562508,25.96540587087787,4.29,15.0,24.09,98.0,0.05591207761317492,1.5,1.747045921515226,27.739930777573434
custom,1,25,307.19,315.0,17.78561105390195,38.18442039834981,4.34,14.0,0.68,7.0,0.1437,0.58,0.08,2.0,0.010700000000000001,0.33,,,,,2.52,8.0,0.5932,0.75,1.06,3.0,0.2521,0.5,1.0,1.0,0.1444,0.2,0.11,3.0,0.7559999999999999,0.84,0.22503623536956868,1.4518779060445726,13.41648718551674,25.96540587087787,3.88,16.0,24.59,98.0,0.05723742440342903,1.5,1.7279950650001206,27.739928501604624
custom,1,26,307.19,314.0,18.06080947862544,38.18442039834981,4.25,12.0,0.69,6.0,0.1487,0.5,0.06,2.0,0.0085,0.33,,,,,2.46,6.0,0.5927,0.75,1.04,3.0,0.2501,0.33,1.0,1.0,0.1448,0.2,0.09,2.0,0.7584000000000001,0.84,0.17385465768799105,1.3225028058361392,13.664877538249504,25.96540587087787,4.21,17.0,25.11,99.0,0.03535840511322021,0.6559596061706543,1.4698349004314617,26.95665838627373
custom,1,27,307.29,320.0,17.57728376353356,38.18442039834981,4.22,12.0,0.71,4.0,0.1577,0.4,0.08,2.0,0.0121,0.33,,,,,2.38,7.0,0.5746,0.75,1.05,3.0,0.2555,0.33,1.0,1.0,0.1476,0.2,0.13,3.0,0.764,0.92,0.24586317722681358,1.2987169676563617,13.311320079109285,25.96540587087787,3.96,17.0,24.83,98.0,0.05269401267170906,0.6815656423568726,1.7185007905514658,27.80520101121553
custom,1,28,307.6,320.0,17.985127668531355,38.18442039834981,4.22,11.0,0.77,4.0,0.1766,0.4,0.1,3.0,0.014199999999999999,0.33,,,,,2.3,6.0,0.555,0.75,1.05,3.0,0.2539,0.33,1.0,1.0,0.1508,0.2,0.11,2.0,0.7559999999999999,0.84,0.20404785225997346,1.31467197224773,13.521355118132222,25.96540587087787,3.97,18.0,22.75,99.0,0.0373657288402319,0.6781818270683289,1.7175935446086072,27.80520101121553
custom,1,29,308.06,319.0,17.954304319892106,38.18442039834981,4.26,18.0,0.84,5.0,0.1855,0.4,0.08,3.0,0.009600000000000001,0.33,,,,,2.28,6.0,0.5514,0.75,1.06,4.0,0.2533,0.33,1.0,1.0,0.1512,0.2,0.1,3.0,0.7559999999999999,0.84,0.20766666666666667,1.363692480359147,13.541170017452705,25.96540587087787,3.99,18.0,21.91,98.0,0.04388239428400993,1.059999942779541,1.6474808494893787,27.805198735246712
custom,1,30,308.49,314.0,17.734554806016398,38.18442039834981,4.33,15.0,0.85,6.0,0.1834,0.67,0.13,7.0,0.0121,0.58,,,,,2.31,6.0,0.5516000000000001,0.75,1.04,3.0,0.2525,0.5,1.0,1.0,0.1504,0.2,0.11,2.0,0.7584000000000001,0.92,0.21036692320025654,1.1964927048260383,13.362696217473424,25.96540587087787,4.16,19.0,21.13,99.0,0.04946601659059525,0.6781817674636841,1.727107441242965,27.805198735246712
custom,1,31,308.54,314.0,18.51105417839851,38.18442039834981,4.27,16.0,0.84,4.0,0.1907,0.4,0.11,9.0,0.0077,0.56,,,,,2.28,4.0,0.5508,0.75,1.04,3.0,0.2507,0.33,1.0,1.0,0.1516,0.2,0.06,2.0,0.7559999999999999,0.84,0.15613013067179735,1.206902356902357,13.972956191460439,25.96540587087787,4.61,20.0,20.76,99.0,0.02993378520011902,0.6781818270683289,1.5377772196616697,27.80520101121553
custom,1,32,308.52,316.0,18.631182358987946,38.18442039834981,4.27,14.0,0.84,4.0,0.1946,0.4,0.14,9.0,0.0131,0.64,,,,,2.25,4.0,0.5422,0.75,1.04,3.0,0.25,0.33,1.0,1.0,0.1528,0.2,0.08,2.0,0.7544,0.84,0.1661686708353375,1.283950617283951,14.020888058423688,25.96540587087787,4.28,21.0,19.57,99.0,0.03324985593557358,0.6781818270683289,1.6701169525601216,27.80520101121553
custom,1,33,309.04,322.0,17.866618965885287,38.18442039834981,4.34,15.0,0.81,4.0,0.1819,0.4,0.14,5.0,0.0213,0.83,,,,,2.31,8.0,0.544,0.75,1.08,3.0,0.2526,0.33,1.0,1.0,0.1516,0.2,0.14,3.0,0.752,0.84,0.23039722623055955,1.2772406605739943,13.404109002692644,25.96540587087787,4.53,22.0,20.17,97.0,0.05959879130125046,1.125,1.7659501408398603,27.805198735246712
custom,1,34,309.27,322.0,18.175499221973592,38.18442039834981,4.38,15.0,0.82,4.0,0.1882,0.4,0.13,8.0,0.0097,0.53,,,,,2.35,8.0,0.5477000000000001,0.75,1.08,3.0,0.254,0.33,1.0,1.0,0.1524,0.2,0.12,3.0,0.7536,0.84,0.19381144781144782,1.300841750841751,13.642972118664673,25.96540587087787,4.6,23.0,10.2,98.0,0.05644994623959065,0.6843434572219849,2.0466034271848774,27.805198735246712
custom,1,35,309.62,322.0,17.75296220421325,38.18442039834981,4.5,14.0,0.87,4.0,0.1913,0.57,0.16,4.0,0.0172,0.38,,,,,2.38,7.0,0.5416000000000001,0.8,1.09,3.0,0.24960000000000002,0.33,1.0,1.0,0.1532,0.2,0.18,2.0,0.7544,0.84,0.2822997871937266,1.282111701429883,13.339715250979268,25.96540587087787,4.69,24.0,18.0,97.0,0.06438317745923997,0.6898989677429199,1.9050447594227893,26.532388211787236
custom,1,36,309.88,322.0,18.13995812383523,38.18442039834981,4.47,14.0,0.79,4.0,0.1819,0.4,0.19,8.0,0.0202,0.67,,,,,2.41,7.0,0.5491,0.8,1.08,3.0,0.2487,0.33,1.0,1.0,0.1516,0.2,0.12,2.0,0.7568,0.84,0.2507716668853033,1.3469188639643186,13.665600648421137,25.96540587087787,5.07,25.0,17.97,98.0,0.06324457824230194,0.75,2.0176305500012357,26.532385935818425
custom,1,37,309.72,323.0,18.120949437883684,38.18442039834981,4.25,15.0,0.78,4.0,0.1788,0.4,0.07,3.0,0.0088,0.33,,,,,2.33,6.0,0.5585,0.8,1.07,4.0,0.25379999999999997,0.33,1.0,1.0,0.1504,0.2,0.1,2.0,0.7592,0.84,0.20934231200897868,1.3707070707070705,13.66739707489681,25.96540587087787,4.83,26.0,21.63,98.0,0.04844729423522949,0.9199999570846558,1.8627185763140983,26.532385935818425
custom,1,38,309.91,323.0,18.40537502864034,38.18442039834981,4.37,15.0,0.87,5.0,0.19210000000000002,0.4,0.06,3.0,0.0063,0.33,,,,,2.35,7.0,0.5489999999999999,0.8,1.09,4.0,0.2525,0.33,1.0,1.0,0.152,0.2,0.12,4.0,0.7528,0.84,0.2064242424242424,1.365993265993266,13.78169477045757,25.96540587087787,4.88,27.0,19.64,98.0,0.04366396069526672,0.9399999380111694,1.8535770432371745,26.532385935818425
custom,1,39,309.71,322.0,18.58023230729502,38.18442039834981,4.4,15.0,0.81,4.0,0.18280000000000002,0.4,0.1,4.0,0.0105,0.44,,,,,2.39,6.0,0.5527000000000001,0.75,1.1,4.0,0.25370000000000004,0.5,1.0,1.0,0.1516,0.2,0.08,2.0,0.7568,0.84,0.1934388327721661,1.2020202020202022,13.979305384710385,25.96540587087787,4.78,28.0,20.56,96.0,0.052764393985271454,1.0,2.007126999274409,26.532385935818425
custom,1,40,309.82,322.0,18.366721397107383,38.18442039834981,4.27,11.0,0.74,4.0,0.1716,0.4,0.06,5.0,0.0055000000000000005,0.45,,,,,2.39,6.0,0.5659000000000001,0.75,1.08,3.0,0.2568,0.5,1.0,1.0,0.14880000000000002,0.2,0.09,3.0,0.7592,0.84,0.1944471992653811,1.1957759412304867,13.842573849597835,25.96540587087787,5.0,29.0,24.52,97.0,0.04499252140522003,1.0,1.8747799990513885,27.53520965874113
custom,1,41,309.61,322.0,17.858926455760717,38.18442039834981,4.25,11.0,0.76,4.0,0.17559999999999998,0.4,0.05,2.0,0.0060999999999999995,0.33,,,,,2.36,6.0,0.5603,0.8,1.08,3.0,0.2579,0.5,1.0,1.0,0.1496,0.2,0.08,3.0,0.7592,0.92,0.19775028058361394,1.374579124579125,13.471197743190983,25.96540587087787,5.26,30.0,22.27,98.0,0.04273822784423828,0.8399999737739563,1.6694255232421567,26.532388211787236
custom,1,42,310.07,322.0,18.1009206275258,38.18442039834981,4.56,17.0,0.91,7.0,0.1931,0.67,0.1,3.0,0.0096,0.25,,,,,2.43,9.0,0.5455,0.75,1.12,4.0,0.2518,0.33,1.0,1.0,0.152,0.2,0.16,3.0,0.7495999999999999,0.84,0.2199343521402345,1.1900635312400016,13.558888208515572,25.96540587087787,5.29,31.0,16.99,97.0,0.060546844322234394,0.667272686958313,1.8957002235844806,26.532385935818425
custom,1,43,310.02,322.0,17.08888657012709,38.18442039834981,4.72,17.0,0.85,6.0,0.1723,0.46,0.25,5.0,0.0222,0.38,,,,,2.47,9.0,0.5473,0.75,1.15,3.0,0.2579,0.6,1.0,1.0,0.1516,0.2,0.23,3.0,0.7536,0.84,0.2879328046680988,1.344939687219099,12.788009796055485,25.96540587087787,5.33,32.0,21.97,98.0,0.07502134561538697,0.6472727060317993,2.0721845446857228,26.532388211787236
custom,1,44,309.8,322.0,17.559895983015274,38.18442039834981,4.63,18.0,0.76,4.0,0.16879999999999998,0.4,0.17,4.0,0.0149,0.4,,,,,2.53,9.0,0.5584,0.75,1.17,6.0,0.2577,0.6,1.0,1.0,0.1504,0.2,0.22,4.0,0.7544,0.92,0.29069840874118946,1.3542648247639335,13.157860765127646,25.96540587087787,5.42,33.0,18.19,96.0,0.08145018639042974,1.0,2.0571840548038356,27.53520965874113
custom,1,45,310.51,326.0,18.19695264189295,38.18442039834981,4.41,13.0,0.81,5.0,0.1721,0.42,0.01,1.0,0.001,0.1,,,,,2.47,8.0,0.5675,0.75,1.12,3.0,0.2593,0.6,1.0,1.0,0.14800000000000002,0.2,0.14,3.0,0.7544,0.84,0.266869499187681,1.4231306852518972,13.584965795837412,25.96540587087787,5.32,34.0,25.03,97.0,0.06468383342027664,1.5,2.2935879576874036,27.19186485464584
custom,1,46,310.12,326.0,18.36259928597861,38.18442039834981,4.46,13.0,0.83,5.0,0.1771,0.42,0.01,1.0,0.001,0.1,,,,,2.5,8.0,0.5653,0.75,1.12,3.0,0.2565,0.4,1.0,1.0,0.14880000000000002,0.2,0.14,3.0,0.7528,0.84,0.26231390046541564,1.4180801802013923,13.697110806790434,25.96540587087787,5.56,35.0,13.83,97.0,0.07363847704604268,1.5,2.483069739481959,27.19186485464584
custom,1,47,310.36,326.0,17.899685625594906,38.18442039834981,4.38,11.0,0.73,4.0,0.1636,0.4,0.03,2.0,0.0043,0.33,,,,,2.51,8.0,0.5761999999999999,0.8,1.11,3.0,0.2558,0.33,1.0,1.0,0.1476,0.2,0.13,3.0,0.7615999999999999,0.92,0.3142179624528109,1.3972630343842467,13.492520268872354,25.96540587087787,5.28,36.0,24.01,96.0,0.08021031886339187,1.2000000476837158,2.3991733795868257,27.53520965874113
custom,1,48,310.08,326.0,18.275414072120864,38.18442039834981,4.64,13.0,0.73,4.0,0.1659,0.4,0.09,3.0,0.009300000000000001,0.33,,,,,2.65,8.0,0.5705,0.8,1.17,3.0,0.25420000000000004,0.33,1.0,1.0,0.1492,0.2,0.14,3.0,0.7536,0.92,0.3650015893197711,1.3700874322086445,13.678881959285247,25.96540587087787,5.76,37.0,22.08,96.0,0.09231990188360215,0.8999999761581421,2.7283013897197383,27.53520965874113
custom,1,49,310.14,322.0,18.108875426063868,38.18442039834981,4.55,13.0,0.75,4.0,0.16699999999999998,0.44,0.07,2.0,0.0089,0.33,,,,,2.56,8.0,0.5661999999999999,0.75,1.17,3.0,0.2576,0.33,1.0,1.0,0.14880000000000002,0.2,0.14,2.0,0.7584000000000001,0.84,0.37471719330052666,1.3754338254338254,13.641678248574701,25.96540587087787,5.67,38.0,22.74,95.0,0.10112557858228684,1.2000000476837158,2.8442423130748726,27.53520965874113
custom,1,50,309.54,320.0,17.900471586751642,39.090764467814466,4.72,14.0,0.81,8.0,0.16940000000000002,0.57,0.07,2.0,0.0060999999999999995,0.18,,,,,2.64,8.0,0.5642,0.75,1.2,4.0,0.26,0.4,1.0,1.0,0.14880000000000002,0.2,0.2,4.0,0.752,0.84,0.4052209165694014,1.3299698057273814,13.405968214384616,25.96540587087787,5.38,39.0,17.89,94.0,0.10702697547152638,0.8999999761581421,2.8925137813857327,28.89287740345425
custom,1,51,309.9,320.0,16.461130218245536,38.18442039834981,5.0,16.0,0.78,8.0,0.1543,0.57,0.21,4.0,0.0217,0.4,,,,,2.78,12.0,0.5675,0.75,1.23,4.0,0.2561,0.4,1.0,1.0,0.1484,0.2,0.27,4.0,0.748,0.84,0.5228747925755503,1.2655686695459423,12.377792922539696,25.96540587087787,5.61,40.0,22.24,97.0,0.10261819988489151,0.8160713911056519,2.101243144320021,28.89287740345425
custom,1,52,309.85,320.0,17.155275130808324,38.18442039834981,4.96,16.0,0.67,5.0,0.13849999999999998,0.42,0.14,4.0,0.0141,0.5,,,,,2.88,12.0,0.5874,0.8,1.27,4.0,0.2599,0.44,1.0,1.0,0.1452,0.2,0.21,3.0,0.7592,0.84,0.5431464462865978,1.2360089825998917,12.947120127942462,25.96540587087787,6.03,41.0,27.11,98.0,0.09899807557463645,0.7800000309944153,2.5050030879349015,26.771521979084156
custom,1,53,309.92,320.0,17.80810382451034,38.18442039834981,4.7,16.0,0.6,3.0,0.1359,0.4,0.07,4.0,0.0091,0.5,,,,,2.85,12.0,0.6009,0.8,1.18,3.0,0.2541,0.4,1.0,1.0,0.1436,0.16,0.17,3.0,0.7664,0.92,0.5781676887926888,1.223759419592753,13.564998737783812,25.96540587087787,5.77,42.0,27.01,99.0,0.08662186220288276,0.7066666483879089,2.3038833042716145,28.89287740345425
custom,1,54,310.44,327.0,17.891013311858224,38.18442039834981,4.77,18.0,0.73,6.0,0.1445,0.67,0.03,2.0,0.004699999999999999,0.25,,,,,2.82,10.0,0.5954,0.8,1.19,3.0,0.2552,0.4,1.0,1.0,0.1432,0.2,0.17,2.0,0.7712,0.84,0.5983139220487705,1.2235435159677583,13.73394082097405,25.96540587087787,5.31,39.0,28.29,99.0,0.077255699634552,0.7066666483879089,2.2496316015330855,28.89287740345425
custom,1,55,310.68,327.0,17.079036878889575,38.18442039834981,4.98,18.0,0.78,7.0,0.1331,0.6,0.09,2.0,0.016800000000000002,0.67,,,,,2.89,10.0,0.5974,0.8,1.22,3.0,0.2527,0.4,1.0,1.0,0.1412,0.2,0.21,2.0,0.7687999999999999,0.92,0.7427098255280074,1.1529639832670138,13.083476351362947,25.96540587087787,5.31,40.0,27.14,99.0,0.10945638567209244,0.7066666483879089,2.4532944103435326,28.89287740345425
custom,1,56,310.54,324.0,16.704967474509566,38.18442039834981,5.16,18.0,0.68,7.0,0.10490000000000001,0.71,0.26,6.0,0.0363,0.67,,,,,3.0,10.0,0.607,0.8,1.22,3.0,0.25170000000000003,0.5,1.0,1.0,0.1392,0.2,0.33,3.0,0.7712,1.0,0.8068919898844142,1.1148257466439284,12.81284752838788,25.96540587087787,4.95,41.0,26.08,97.0,0.13865736335515977,1.0000001192092896,2.731136569397006,28.89287740345425
custom,1,57,310.51,325.0,16.12306844994857,38.18442039834981,5.42,18.0,0.72,7.0,0.0989,0.71,0.21,5.0,0.0315,0.67,,,,,3.22,10.0,0.6221,0.8,1.27,3.0,0.24739999999999998,0.5,1.0,1.0,0.1392,0.2,0.33,2.0,0.7759999999999999,1.0,0.8382841325341326,1.1667834550410308,12.482034012474303,25.96540587087787,4.75,42.0,22.81,95.0,0.1749113214761019,1.0,2.954584658493755,28.89287740345425
